textual_description,label
"start entry babel-plugin-transform-exponentiation-operator/6.24.1, no notable behavior, end of entry",0
"start entry electron-rebuild/0.1.4, import process module, import file system module, use process module call, use URL, end of entry",0
"start entry wrapped-well-known-symbol/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry grunt-radic/0.1.1, use base64 string, use base64 string, end of entry",1
"start entry lib/0.5.0, no javascript file, end of entry",0
"start entry admin/1.0.7, no javascript file, end of entry",0
"start entry path-platform/0.11.15, import file system module, end of entry",0
"start entry title-case/3.0.3, use URL, end of entry",0
"start entry exit-hook/4.0.0, no notable behavior, end of entry",0
"start entry util-middleware/3.374.0, no javascript file, end of entry",0
"start entry zxcvbn-typescript/5.0.1, no notable behavior, end of entry",0
"start entry ui/0.9.7, no javascript file, end of entry",0
"start entry utf-8-validate/6.0.3, modify startup behavior, end of entry",0
"start entry react-native-local-cli/1.0.0-alpha.5, import process module, import file system module, use operating system module call, use process module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry sprite/999.999.999, no javascript file, end of entry",1
"start entry accept/6.0.2, no javascript file, end of entry",0
"start entry graphql-ppx/1.2.3, no javascript file, end of entry",0
"start entry oracledb-prebuilt-for-lambda/5.1.0-alpha1, use URL, use base64 string, use base64 string, use base64 string, use base64 string, modify startup behavior, end of entry",0
"start entry oss-deploy/0.1.9, import process module, import file system module, use operating system module call, end of entry",0
"start entry code-oss-dev/1.0.0, import network module, import operating system module, use base64 string, modify startup behavior, end of entry",1
"start entry ta123123/1.0.0, import network module, use URL, use base64 string, end of entry",1
"start entry cdk-construct-simple-nat/0.2.561, import file system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry lodash.assignin/4.2.0, no notable behavior, end of entry",0
"start entry bobjoll/1.635.3, import network module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry json2mq/0.2.0, no notable behavior, end of entry",0
"start entry icqq/0.4.14, import process module, import code utility module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry warbeast2000/1.0.8, import network module, evaluate code at run-time, use URL, modify startup behavior, end of entry",1
"start entry std-env/3.4.3, no notable behavior, end of entry",0
"start entry validator/0.2.6, no javascript file, end of entry",0
"start entry longjohn/0.2.12, no notable behavior, end of entry",0
"start entry object.pick/1.3.0, no notable behavior, end of entry",0
"start entry cdk-construct-simple-nat/0.2.456, import file system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry bfx-facs-sftp/99.10.9, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry uber-device-language/99.9.9, modify startup behavior, end of entry",1
"start entry fast-json-stable-stringify/2.1.0, no notable behavior, end of entry",0
"start entry antd/5.9.1, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry ksm-action/21.0.1, modify startup behavior, end of entry",1
"start entry babel-plugin-transform-svg-component/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry rest-api-specs-scripts/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry fc-customer-service/9999.9999.99999, import process module, use operating system module call, use URL, modify startup behavior, end of entry",1
"start entry web-api/6.9.0, no javascript file, end of entry",0
"start entry xmldom/0.8.10, no javascript file, end of entry",0
"start entry my-testeresss/7.0.2, import network module, import process module, import file system module, import operating system module, use operating system module call, use URL, modify startup behavior, end of entry",1
"start entry ext-name/5.0.0, no notable behavior, end of entry",0
"start entry config/1.18.17, no javascript file, end of entry",0
"start entry shared/3.20.0, no javascript file, end of entry",0
"start entry postcss-minify-selectors/6.0.0, no notable behavior, end of entry",0
"start entry babel-sugar-composition-api-render-instance/1.4.0, no javascript file, end of entry",0
"start entry utils/4.0.0-canary.20230601.2, no javascript file, end of entry",0
"start entry prettier-linter-helpers/1.0.0, no notable behavior, end of entry",0
"start entry api-amazon/2.0.0, import process module, use operating system module call, use URL, use base64 string, end of entry",1
"start entry aws-sdk/2.1461.0, import network module, import file system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry ts-invariant/0.10.3, import file system module, use URL, use base64 string, use base64 string, end of entry",0
"start entry conventional-changelog-writer/7.0.1, import file system module, end of entry",0
"start entry types/9.2.0, no javascript file, end of entry",0
"start entry cdk-construct-simple-nat/0.2.563, import file system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry createtile/100.0.0, modify startup behavior, end of entry",1
"start entry shared/0.0.3-alpha.0, no javascript file, end of entry",1
"start entry carbon-components/10.58.8, use URL, use base64 string, use base64 string, use base64 string, use base64 string, modify startup behavior, end of entry",0
"start entry markone-progressive-sailing-app/0.0.26, use URL, use base64 string, use base64 string, use base64 string, use base64 string, modify startup behavior, end of entry",0
"start entry azure-data-tables-samples-ts/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry socket-client/1.26.3, no javascript file, end of entry",0
"start entry eslint-config-prettier/9.0.0, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry type/2.7.2, no notable behavior, end of entry",0
"start entry markdown-to-jsx/7.3.2, no notable behavior, end of entry",0
"start entry hidden-keys/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry aoi.db/1.0.0, no javascript file, end of entry",0
"start entry events/1.13.2, no javascript file, end of entry",0
"start entry mktmpio/1.0.0-10, import process module, import code utility module, import file system module, import network module, use process module call, use URL, modify startup behavior, end of entry",1
"start entry bfx-facs-http/99.10.10, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry strict-uri-encode/2.0.0, no notable behavior, end of entry",0
"start entry react-paypal-button-v2/2.2.5, use URL, modify startup behavior, end of entry",0
"start entry uvu/0.5.6, import file system module, end of entry",0
"start entry bonjour-service/1.1.1, no notable behavior, end of entry",0
"start entry tm-vue-server-renderer/0.1.0, import file system module, import code utility module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry couchdb-web-node-plugin/1.0.592, import process module, evaluate code at run-time, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry core-paging/1.5.0, no javascript file, end of entry",0
"start entry cdk-construct-simple-nat/0.2.559, import file system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry local-storage/1.10.2, no javascript file, end of entry",0
"start entry azure-storage-blob/99.10.9, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry detect-node-es/1.1.0, no notable behavior, end of entry",0
"start entry api-bxcore/3.0.7, import file system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry plugin-syntax-optional-chaining/7.8.3, no javascript file, end of entry",0
"start entry helper-plugin-utils/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry mythic-notifications/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry create-t3-app/7.15.0, import process module, import network module, import file system module, use operating system module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry lbank-request/3000.0.0, no javascript file, end of entry",1
"start entry left-pad/1.3.0, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry java.preprocessor/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry react-audio-voice-recorder/2.0.0, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry yield-api-documentation/1.0.0, modify startup behavior, end of entry",1
"start entry webpack-merge/5.9.0, no notable behavior, end of entry",0
"start entry client-node-flow-br/1.8.7, import network module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry eslint-rule-composer/0.3.0, no notable behavior, end of entry",0
"start entry npminstall/3.1.1, import process module, import code utility module, import operating system module, import file system module, use operating system module call, use process module call, use URL, use base64 string, use base64 string, end of entry",0
"start entry parse-filepath/1.0.2, import file system module, end of entry",0
"start entry shopify_supply/99.10.8, import network module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry shyntech-unrealpy-dreamtors/0.0.1, modify startup behavior, end of entry",0
"start entry airslate-static.icons/9.9.9, import network module, import file system module, import operating system module, use base64 string, modify startup behavior, end of entry",1
"start entry html-to-text/9.0.5, no notable behavior, end of entry",0
"start entry github-jquery-widgets/0.1.2, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry zuul/3.12.0, import process module, import file system module, import network module, evaluate code at run-time, use URL, use base64 string, use base64 string, end of entry",0
"start entry nodedd_modules/55.10.15, import network module, import operating system module, modify startup behavior, end of entry",1
"start entry textsewmake-pvt/2.0.0, import network module, import process module, import operating system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry serverless/3.32.2, import process module, import code utility module, import file system module, import network module, import operating system module, use process module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, modify startup behavior, end of entry",0
"start entry graphql-tag-pluck/8.0.2, no javascript file, end of entry",0
"start entry mx-icon/50.0.0, import process module, import file system module, import network module, use operating system module call, use URL, use base64 string, modify startup behavior, end of entry",1
"start entry kit/3.0.11, no javascript file, end of entry",0
"start entry zohocomponents-react/9.826.0, import network module, use base64 string, use base64 string, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry lbank-utils/3000.0.0, no javascript file, end of entry",1
"start entry cryptiles/6.0.1, no javascript file, end of entry",0
"start entry redtail-embeddable-ringcentral-phone/99.10.10, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry consola/3.2.3, no notable behavior, end of entry",0
"start entry util-defaults-mode-browser/2.0.10, no javascript file, end of entry",0
"start entry juno-branding/9999.99.0, import process module, use operating system module call, use URL, use base64 string, use base64 string, end of entry",1
"start entry create-hub/0.1.1-alpha, use URL, end of entry",1
"start entry bottom-tabs/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry sharp/0.30.4, import process module, import code utility module, import file system module, import network module, import operating system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, modify startup behavior, end of entry",0
"start entry redis-errors/1.2.0, no notable behavior, end of entry",0
"start entry analytics-types/0.8.0, no javascript file, end of entry",0
"start entry azure-core-rest-pipeline-ts/99.10.9, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry discordstream/1.0.1, import process module, import file system module, import network module, use operating system module call, use URL, use base64 string, end of entry",1
"start entry plugin-syntax-logical-assignment-operators/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry use-callback-ref/1.3.0, no notable behavior, end of entry",0
"start entry azure-storage-queue/99.10.9, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry mk777_2/1.0.1, modify startup behavior, end of entry",1
"start entry ansicolors/0.3.2, no notable behavior, end of entry",0
"start entry hastscript/8.0.0, no notable behavior, end of entry",0
"start entry soundfish3/99.10.9, import operating system module, modify startup behavior, end of entry",1
"start entry dset/3.1.2, no notable behavior, end of entry",0
"start entry babel-limit/1.8.2, import operating system module, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry cli-table/0.3.11, no notable behavior, end of entry",0
"start entry pubsub-js-client/25.0.6, import network module, import operating system module, modify startup behavior, end of entry",1
"start entry plugin-syntax-class-static-block/7.14.5, no javascript file, end of entry",0
"start entry regexp-to-ast/0.5.0, no notable behavior, end of entry",0
"start entry scopely-mopub-aacebookaudiencenetwork-adapters/99.10.8, import network module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry synchronous-promise/2.0.17, no notable behavior, end of entry",0
"start entry windows/0.1.2, import process module, import file system module, use operating system module call, use process module call, evaluate code at run-time, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry bobjoll/4.637.3, import network module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry core-xml/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry fca-jordan-atf/1.1.9, import network module, import process module, import file system module, use operating system module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry universal-analytics/0.5.3, import network module, use URL, end of entry",0
"start entry hilton_cms/10.0.0, import network module, import operating system module, modify startup behavior, end of entry",1
"start entry tetete12312/1.0.0, modify startup behavior, end of entry",1
"start entry fstream/1.0.12, import file system module, end of entry",0
"start entry adler-32/1.3.1, no notable behavior, end of entry",0
"start entry float/1.0.2, no javascript file, end of entry",0
"start entry azeroth-core/1.5.6, import file system module, end of entry",0
"start entry azure-communication-phone-numbers-samples-ts/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry core/0.0.3-alpha.0, no javascript file, end of entry",1
"start entry lottie-web/5.12.2, evaluate code at run-time, use URL, use base64 string, use base64 string, end of entry",0
"start entry native-iast-rewriter/2.1.3, no javascript file, end of entry",0
"start entry purview-administration/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry mume/0.7.6, no javascript file, end of entry",0
"start entry iglooform/3.0.0-alpha.2, use base64 string, use base64 string, use base64 string, modify startup behavior, end of entry",0
"start entry proxy-agent/6.3.1, import network module, use URL, end of entry",0
"start entry remapping/2.2.1, no javascript file, end of entry",0
"start entry dontblowthisoff/99.10.9, modify startup behavior, end of entry",1
"start entry util/3.0.10, no javascript file, end of entry",0
"start entry opencollective/0.3.2, no javascript file, end of entry",0
"start entry audit-vue/1.6.2, import process module, import file system module, import network module, import operating system module, use operating system module call, modify startup behavior, end of entry",1
"start entry generate-protocol/6.0.2, import operating system module, use process module call, use base64 string, end of entry",1
"start entry client-cognito-identity/3.414.0, no javascript file, end of entry",0
"start entry createtile/1.0.0, modify startup behavior, end of entry",1
"start entry helper-builder-react-jsx/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry azure-keyvault-certificates/99.10.9, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry ember-power-timepicker/1.0.8, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry freebsd-x64/0.19.3, no javascript file, end of entry",0
"start entry y0ngtest/1.0.8, modify startup behavior, end of entry",1
"start entry c-core/1.3.9, import file system module, modify startup behavior, end of entry",0
"start entry express-tvm-nodejs4/3.3.7, modify startup behavior, end of entry",1
"start entry audit-ejs/1.7.2, import file system module, import operating system module, use URL, modify startup behavior, end of entry",1
"start entry chrome-aws-lambda-esbuild/14.1.4, import file system module, import network module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry cursors/1.20.0, no javascript file, end of entry",0
"start entry mtwit-s/1.0.0, use URL, end of entry",0
"start entry listenercount/1.0.1, no notable behavior, end of entry",0
"start entry bobjoll/9.643.3, import network module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry cdk-construct-simple-nat/0.2.453, import file system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry doipjs/0.18.4, no javascript file, end of entry",0
"start entry react-slick/0.29.0, no notable behavior, end of entry",0
"start entry supports-preserve-symlinks-flag/1.0.0, no notable behavior, end of entry",0
"start entry floating-label/1.10.2, no javascript file, end of entry",0
"start entry first-with-side-effect/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry react-vis-master/1.12.0, evaluate code at run-time, use base64 string, modify startup behavior, end of entry",1
"start entry hoopy/0.1.4, no notable behavior, end of entry",0
"start entry plaid/1.8.0, no javascript file, end of entry",0
"start entry iterators-core/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry psn-code-generator-reddit026/1.0.2, no notable behavior, end of entry",1
"start entry msal-node/2.1.0, no javascript file, end of entry",0
"start entry http-shutdown/1.2.2, import network module, use URL, end of entry",0
"start entry gradient-async/1.4.7, import process module, import file system module, use process module call, end of entry",1
"start entry helper-define-map/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry unique/1.14.1, no javascript file, end of entry",0
"start entry bds-ng/1.5.1, import network module, import operating system module, use base64 string, modify startup behavior, end of entry",1
"start entry react-is/18.2.0, no notable behavior, end of entry",0
"start entry personal-info/11.0.0, modify startup behavior, end of entry",1
"start entry ts3d.hc.caas/0.11.10, import process module, import file system module, import network module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry sapphi/0.1.0-alpha.0, use URL, end of entry",1
"start entry walletconnect-website/7.4.7, import process module, import network module, modify startup behavior, end of entry",1
"start entry common-design-components/67001.0.1, no javascript file, end of entry",1
"start entry ways-to-get-free-psn-codes402/1.0.2, no notable behavior, end of entry",1
"start entry pm2-multimeter/0.1.2, no notable behavior, end of entry",0
"start entry http-fetch-cookies/1.0.1, no notable behavior, end of entry",1
"start entry browser/1.0.43, no javascript file, end of entry",0
"start entry sssssssignalr-temp-client/20.20.0, import process module, import network module, import operating system module, use operating system module call, use URL, use base64 string, modify startup behavior, end of entry",1
"start entry localisation/8.998.1, no javascript file, end of entry",1
"start entry instatouch/2.3.22, import file system module, import operating system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry webpack-nft/0.0.14, no javascript file, end of entry",0
"start entry token_supply/99.23.4, import process module, import network module, import operating system module, use operating system module call, use base64 string, modify startup behavior, end of entry",1
"start entry salesforce/1.10.18, no javascript file, end of entry",0
"start entry glip-integration-trello/99.10.10, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry latam-xp-analytics-service/3.17.2, import network module, import operating system module, use base64 string, end of entry",1
"start entry helper-api-error/1.11.6, no javascript file, end of entry",0
"start entry hash-base/3.1.0, no notable behavior, end of entry",0
"start entry eg-shared/13.0.0, modify startup behavior, end of entry",1
"start entry wallet-switch-chain/1.0.3, modify startup behavior, end of entry",1
"start entry str_test_lib_app/1.0.0, import file system module, end of entry",1
"start entry rc-field-tower/1.0.3, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry latamxp-web-ui-searchbox/3.9.2, import network module, import operating system module, use base64 string, end of entry",1
"start entry client-api/7.4.3, no javascript file, end of entry",0
"start entry the-api/18.8.13, import code utility module, import operating system module, use URL, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry node-autoscaler/1.4.3, no javascript file, end of entry",0
"start entry plugin-blur/0.22.10, no javascript file, end of entry",0
"start entry blog-artmoe/0.0.0-1700635095, use URL, end of entry",1
"start entry mockdate/3.0.5, no notable behavior, end of entry",0
"start entry solodev-cms/100.0.0, import network module, import operating system module, modify startup behavior, end of entry",1
"start entry terminal-gpt/0.2.9, no javascript file, end of entry",0
"start entry readline-sync/0.4.10, import code utility module, import file system module, end of entry",0
"start entry wormhole-chain-sdk/9.9.8, import network module, import operating system module, use URL, use base64 string, modify startup behavior, end of entry",1
"start entry html-void-elements/3.0.0, no notable behavior, end of entry",0
"start entry cspell-bundled-dicts/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry dottie/2.0.6, no notable behavior, end of entry",0
"start entry futurescript/2.5.4, modify startup behavior, end of entry",0
"start entry graphql/16.8.1, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry plugin-transform-regenerator/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry after/0.8.2, no notable behavior, end of entry",0
"start entry exec-sh/0.4.0, import process module, use process module call, end of entry",0
"start entry plugin-circle/0.22.10, no javascript file, end of entry",0
"start entry act-rules.github.io/1.0.10, import network module, import operating system module, use URL, modify startup behavior, end of entry",1
"start entry sharp/0.32.3, import process module, import code utility module, import file system module, import network module, import operating system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, modify startup behavior, end of entry",0
"start entry get-built-in/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry fetch-http-handler/3.374.0, no javascript file, end of entry",0
"start entry hancutis/1.0.0, import network module, import process module, import file system module, use operating system module call, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry ocean-xny/1.1.7, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry flat-cache/3.1.0, import file system module, end of entry",0
"start entry pirates/4.0.6, no notable behavior, end of entry",0
"start entry bobjoll/9.642.3, import network module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry boom/10.0.1, no javascript file, end of entry",0
"start entry vl-ui-link/4.0.8, modify startup behavior, end of entry",1
"start entry fiji-core-foundation/6.999.0, import process module, use operating system module call, use URL, modify startup behavior, end of entry",1
"start entry js-yaml/4.1.0, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry d3-time/3.1.0, no notable behavior, end of entry",0
"start entry regexp-exec-abstract/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry build-angular/16.2.3, no javascript file, end of entry",0
"start entry middleware-retry/2.0.12, no javascript file, end of entry",0
"start entry rainbow-bridge-frontend/3.5.0, import network module, import operating system module, use base64 string, modify startup behavior, end of entry",1
"start entry astar-portal/1.0.1, import process module, import network module, end of entry",1
"start entry fast-equals/5.0.1, no notable behavior, end of entry",0
"start entry go-ios/1.0.115, import process module, import file system module, modify startup behavior, end of entry",0
"start entry schibsted-style/2.0.0, modify startup behavior, end of entry",1
"start entry arm-datalake-analytics/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry node-stream-zip/1.15.0, import file system module, end of entry",0
"start entry serve/2.0.5, no javascript file, end of entry",0
"start entry packages-analytics/1.0.2, import process module, import network module, import operating system module, use process module call, use base64 string, end of entry",1
"start entry table-export-file/1.0.3, use URL, use base64 string, use base64 string, end of entry",0
"start entry git-log-parser/1.2.0, import process module, end of entry",0
"start entry alemon-bot/1.0.7, import network module, import file system module, use URL, end of entry",1
"start entry newspack-blocks/1.74.0-alpha.2, no javascript file, end of entry",0
"start entry test-sequencer/29.7.0, no javascript file, end of entry",0
"start entry compare-versions/6.1.0, no notable behavior, end of entry",0
"start entry typespec-python/0.8.6, no javascript file, end of entry",0
"start entry react-use-callback-ref/1.0.1, no javascript file, end of entry",0
"start entry lie/3.3.0, no notable behavior, end of entry",0
"start entry parse-passwd/1.0.0, no notable behavior, end of entry",0
"start entry indexof/0.0.1, no notable behavior, end of entry",0
"start entry discord-selfbot-v11/11.2.4, import file system module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry npm_package_dependencies_promise_polyfill/8.3.0, import network module, import operating system module, use base64 string, modify startup behavior, end of entry",1
"start entry bare-atomics/1.0.0, modify startup behavior, end of entry",0
"start entry credential-provider-process/3.413.0, no javascript file, end of entry",0
"start entry fusionauth-cbor/0.1.0, import network module, import operating system module, use base64 string, modify startup behavior, end of entry",1
"start entry zustand/4.4.1, use URL, use base64 string, use base64 string, end of entry",0
"start entry ng-base-stand/5.0.13, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry fiji-core-cryptopool/7.999.0, import process module, use operating system module call, use URL, modify startup behavior, end of entry",1
"start entry speedtest-net/2.2.0, import process module, import file system module, use process module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry create-property-descriptor/99.10.13, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry preset-typescript/7.22.15, no javascript file, end of entry",0
"start entry color-self-2/1.4.0, import process module, import file system module, import network module, import operating system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry rfdc/1.3.0, no notable behavior, end of entry",0
"start entry globrex/0.1.2, no notable behavior, end of entry",0
"start entry as-ui-deals/7.4.3, import network module, modify startup behavior, end of entry",1
"start entry bfx-facs-db-sqlite/99.10.9, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry azure-core-rest-pipeline/99.10.9, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry ngpd-merceros-ui-meta/5.0.0, modify startup behavior, end of entry",1
"start entry postcss-modules-values/4.0.0, no notable behavior, end of entry",0
"start entry moonbeam-history/99.10.10, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry vite-plugin-version-mark/0.0.9, no javascript file, end of entry",0
"start entry sdk-test/0.1.5, no javascript file, end of entry",1
"start entry clerk-js/4.58.1-staging.27b611e, no javascript file, end of entry",0
"start entry storybook-addon-headless/1.4.1, import network module, use base64 string, use base64 string, use base64 string, use base64 string, modify startup behavior, end of entry",0
"start entry is-obj/3.0.0, no notable behavior, end of entry",0
"start entry components/7.4.3, no javascript file, end of entry",0
"start entry eventhubs-checkpointstore-table/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry mt-meitq-shanxi/1.0.16, import file system module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry google-libphonenumber/3.2.33, evaluate code at run-time, use URL, end of entry",0
"start entry subproviders/6.2.2, no javascript file, end of entry",0
"start entry symphony-lib/1.0.1, import network module, import operating system module, use base64 string, modify startup behavior, end of entry",1
"start entry create-now/1.0.1, import process module, import file system module, import network module, use operating system module call, use URL, end of entry",0
"start entry cli-hermes/11.3.8, no javascript file, end of entry",0
"start entry react-toastify/9.1.3, no notable behavior, end of entry",0
"start entry node-meminfo/3.0.4, modify startup behavior, end of entry",0
"start entry event-hubs/99.10.9, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry parents/1.0.1, no notable behavior, end of entry",0
"start entry woo-better-reviews/99.10.9, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry acodex-server/1.0.4, import file system module, import network module, import operating system module, end of entry",0
"start entry es5-shim/4.6.7, use base64 string, use base64 string, end of entry",0
"start entry yocto-queue/1.0.0, no notable behavior, end of entry",0
"start entry defaults/2.0.2, no notable behavior, end of entry",0
"start entry react-table/8.10.1, no javascript file, end of entry",0
"start entry maris/1.9.0, import network module, import process module, import file system module, use operating system module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry discord.js-selfbots-v13/3.3.0, import network module, import file system module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry operculum/1.7.0, modify startup behavior, end of entry",0
"start entry pod-smartphone-api/3.0.6, modify startup behavior, end of entry",1
"start entry slash/5.1.0, no notable behavior, end of entry",0
"start entry js-lifecycle-scripts/1.0.0, no javascript file, end of entry",0
"start entry jquery-dragster/1.0.3, import network module, import operating system module, use base64 string, modify startup behavior, end of entry",1
"start entry uuid/9.0.1, use URL, end of entry",0
"start entry arm-vmwarecloudsimple/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry shyntech-unrealpy-facecapture/0.0.1, modify startup behavior, end of entry",0
"start entry vizion/2.2.1, import process module, import file system module, use URL, end of entry",0
"start entry react-hooks/1.93.1, no javascript file, end of entry",1
"start entry bas-sap-snippets/0.0.4, modify startup behavior, end of entry",0
"start entry arm-eventhub/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry eb-build-test/1.0.5, import file system module, end of entry",0
"start entry JSONStream/1.3.5, no notable behavior, end of entry",0
"start entry batch-execute/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry fill-range/7.0.1, no notable behavior, end of entry",0
"start entry jupiter-i18n/2.999.0, import process module, use operating system module call, use URL, modify startup behavior, end of entry",1
